Vehicle_Index,Maintenance_Probability,Vehicle_Health_Score,Health_Status,Priority,Recommended_Action,Recommendation,Risk_Level,Priority_Rank
15356,0.3224,67.76,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
2210,0.3222,67.78,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13504,0.3222,67.78,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
195,0.3221,67.79,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
1062,0.3219,67.81,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
16755,0.3219,67.81,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
908,0.3217,67.83,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
2696,0.3217,67.83,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
711,0.3216,67.84,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12390,0.3214,67.86,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
18804,0.3214,67.86,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
13003,0.3213,67.87,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5629,0.3212,67.88,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
23376,0.3211,67.89,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
14951,0.321,67.9,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
23869,0.321,67.9,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
16674,0.3208,67.92,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
18725,0.3205,67.95,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
19645,0.3205,67.95,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12767,0.3204,67.96,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
22441,0.3203,67.97,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
18738,0.32,68.0,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
7089,0.3198,68.02,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
23203,0.3198,68.02,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
16915,0.3197,68.03,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
8198,0.3196,68.04,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11241,0.3192,68.08,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
2479,0.3186,68.14,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5484,0.3183,68.17,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17195,0.3183,68.17,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
22539,0.3183,68.17,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
18176,0.3181,68.19,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17134,0.318,68.2,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
1664,0.3179,68.21,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
15337,0.3179,68.21,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17193,0.3179,68.21,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
6973,0.3177,68.23,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
8112,0.3177,68.23,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
809,0.3174,68.26,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
21597,0.3173,68.27,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
4759,0.3172,68.28,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
8685,0.3172,68.28,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
1307,0.3168,68.32,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
21253,0.3166,68.34,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17273,0.3163,68.37,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
538,0.3161,68.39,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
8797,0.3161,68.39,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
10639,0.3161,68.39,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11374,0.3161,68.39,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
12982,0.3161,68.39,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
1331,0.316,68.4,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
1153,0.3158,68.42,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
10230,0.3158,68.42,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
7416,0.3157,68.43,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
18470,0.3157,68.43,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
1541,0.3156,68.44,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
3916,0.3155,68.45,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11482,0.3155,68.45,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
20883,0.3155,68.45,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
6405,0.3154,68.46,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
22695,0.3154,68.46,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
1909,0.3153,68.47,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
19499,0.3153,68.47,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
5571,0.3151,68.49,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
11590,0.3151,68.49,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
15082,0.315,68.5,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
8656,0.3148,68.52,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
1823,0.3146,68.54,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
15495,0.3146,68.54,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17782,0.3145,68.55,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
19601,0.3145,68.55,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
2495,0.3144,68.56,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
22948,0.3142,68.58,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
16851,0.314,68.6,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
3724,0.3138,68.62,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
10015,0.3138,68.62,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
17771,0.3138,68.62,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
23410,0.3138,68.62,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
6445,0.3137,68.63,Good,LOW,Continue monitoring.,Vehicle condition is generally good. Continue routine servicing and monitor vehicle health indicators.,Low,4
