Vehicle_Index,Actual_Need_Maintenance,Predicted_Need_Maintenance,Maintenance_Probability,Vehicle_Health_Score,Health_Status
11875,0,0,0.1253,87.47,Excellent
11876,1,1,0.8597,14.03,Critical
11877,1,1,0.752,24.8,Poor
11878,0,0,0.1021,89.79,Excellent
11879,0,0,0.1606,83.94,Excellent
11880,1,1,0.7083,29.17,Poor
11881,1,1,0.8701,12.99,Critical
11882,1,1,0.7628,23.72,Poor
11883,1,1,0.9687,3.13,Critical
11884,1,1,0.7118,28.82,Poor
11885,1,1,0.9389,6.11,Critical
11886,1,1,0.9423,5.77,Critical
11887,1,1,0.7879,21.21,Poor
11888,1,1,0.9811,1.89,Critical
11889,1,1,0.9531,4.69,Critical
11890,1,1,0.6266,37.34,Poor
11891,1,1,0.8647,13.53,Critical
11892,1,1,0.8255,17.45,Critical
11893,1,1,0.9259,7.41,Critical
11894,1,1,0.9137,8.63,Critical
11895,0,0,0.0538,94.62,Excellent
11896,1,1,0.6806,31.94,Poor
11897,0,0,0.1352,86.48,Excellent
11898,0,0,0.1699,83.01,Excellent
11899,1,1,0.7462,25.38,Poor
11900,0,0,0.1113,88.87,Excellent
11901,1,1,0.8122,18.78,Critical
11902,1,1,0.8282,17.18,Critical
11903,0,0,0.1086,89.14,Excellent
11904,1,1,0.9293,7.07,Critical
11905,1,1,0.8468,15.32,Critical
11906,0,0,0.1733,82.67,Excellent
11907,1,1,0.9302,6.98,Critical
11908,1,1,0.9367,6.33,Critical
11909,1,1,0.6579,34.21,Poor
11910,1,1,0.6688,33.12,Poor
11911,1,1,0.7174,28.26,Poor
11912,1,1,0.7629,23.71,Poor
11913,1,1,0.8521,14.79,Critical
11914,1,1,0.809,19.1,Critical
11915,1,1,0.8477,15.23,Critical
11916,1,1,0.9285,7.15,Critical
11917,0,0,0.1303,86.97,Excellent
11918,0,0,0.102,89.8,Excellent
11919,0,0,0.1243,87.57,Excellent
11920,0,0,0.3527,64.73,Good
11921,1,1,0.8414,15.86,Critical
11922,1,1,0.9458,5.42,Critical
11923,1,1,0.6209,37.91,Poor
11924,1,1,0.9576,4.24,Critical
11925,0,0,0.0415,95.85,Excellent
11926,1,1,0.911,8.9,Critical
11927,1,1,0.9188,8.12,Critical
11928,0,0,0.1842,81.58,Excellent
11929,0,0,0.0837,91.63,Excellent
11930,1,1,0.967,3.3,Critical
11931,0,0,0.146,85.4,Excellent
11932,1,1,0.8526,14.74,Critical
11933,1,1,0.9109,8.91,Critical
11934,1,1,0.944,5.6,Critical
11935,0,0,0.1983,80.17,Excellent
11936,1,1,0.9399,6.01,Critical
11937,1,1,0.9679,3.21,Critical
11938,1,1,0.9289,7.11,Critical
11939,1,1,0.8611,13.89,Critical
11940,1,1,0.9339,6.61,Critical
11941,1,1,0.8207,17.93,Critical
11942,1,1,0.9536,4.64,Critical
11943,1,1,0.7295,27.05,Poor
11944,1,1,0.7427,25.73,Poor
11945,1,1,0.552,44.8,Fair
11946,0,0,0.119,88.1,Excellent
11947,1,1,0.8886,11.14,Critical
11948,0,0,0.2087,79.13,Good
11949,1,1,0.8665,13.35,Critical
11950,0,0,0.194,80.6,Excellent
11951,1,1,0.8502,14.98,Critical
11952,1,1,0.7289,27.11,Poor
11953,1,1,0.9341,6.59,Critical
11954,1,1,0.5592,44.08,Fair
11955,1,1,0.8215,17.85,Critical
11956,1,1,0.9326,6.74,Critical
11957,1,1,0.8321,16.79,Critical
11958,0,0,0.1754,82.46,Excellent
11959,1,1,0.8123,18.77,Critical
11960,1,1,0.9918,0.82,Critical
11961,0,0,0.0656,93.44,Excellent
11962,0,0,0.2902,70.98,Good
11963,1,1,0.7294,27.06,Poor
11964,1,1,0.8643,13.57,Critical
11965,0,0,0.1261,87.39,Excellent
11966,1,1,0.8948,10.52,Critical
11967,1,1,0.8827,11.73,Critical
11968,1,1,0.7983,20.17,Poor
11969,1,1,0.8328,16.72,Critical
11970,1,1,0.9199,8.01,Critical
11971,0,0,0.2117,78.83,Good
11972,0,0,0.1076,89.24,Excellent
11973,0,0,0.0903,90.97,Excellent
11974,0,0,0.151,84.9,Excellent
11975,0,0,0.1752,82.48,Excellent
11976,1,1,0.8537,14.63,Critical
11977,0,0,0.2561,74.39,Good
11978,0,0,0.0571,94.29,Excellent
11979,0,0,0.098,90.2,Excellent
11980,0,1,0.5096,49.04,Fair
11981,0,0,0.1825,81.75,Excellent
11982,1,1,0.9758,2.42,Critical
11983,0,0,0.1983,80.17,Excellent
11984,0,0,0.2325,76.75,Good
11985,0,0,0.2436,75.64,Good
11986,0,0,0.1291,87.09,Excellent
11987,0,0,0.0687,93.13,Excellent
11988,0,0,0.1431,85.69,Excellent
11989,1,1,0.9193,8.07,Critical
11990,0,0,0.3025,69.75,Good
11991,1,1,0.9189,8.11,Critical
11992,1,1,0.8347,16.53,Critical
11993,0,0,0.0653,93.47,Excellent
11994,1,1,0.9266,7.34,Critical
11995,1,1,0.9003,9.97,Critical
11996,0,0,0.099,90.1,Excellent
11997,1,1,0.934,6.6,Critical
11998,0,0,0.0777,92.23,Excellent
11999,0,0,0.3137,68.63,Good
12000,0,0,0.1454,85.46,Excellent
12001,1,1,0.9498,5.02,Critical
12002,1,1,0.7971,20.29,Poor
12003,1,1,0.969,3.1,Critical
12004,0,0,0.1708,82.92,Excellent
12005,1,1,0.9503,4.97,Critical
12006,1,1,0.9596,4.04,Critical
12007,1,1,0.9504,4.96,Critical
12008,1,1,0.8954,10.46,Critical
12009,0,0,0.1096,89.04,Excellent
12010,1,1,0.5733,42.67,Fair
12011,1,1,0.763,23.7,Poor
12012,1,1,0.9832,1.68,Critical
12013,1,1,0.6493,35.07,Poor
12014,1,1,0.7978,20.22,Poor
12015,0,0,0.0882,91.18,Excellent
12016,0,0,0.2478,75.22,Good
12017,0,0,0.2189,78.11,Good
12018,0,0,0.0524,94.76,Excellent
12019,1,1,0.6979,30.21,Poor
12020,0,0,0.1898,81.02,Excellent
12021,1,1,0.8974,10.26,Critical
12022,0,0,0.1188,88.12,Excellent
12023,1,1,0.6404,35.96,Poor
12024,1,1,0.8875,11.25,Critical
12025,0,0,0.0774,92.26,Excellent
12026,0,0,0.094,90.6,Excellent
12027,1,1,0.863,13.7,Critical
12028,0,0,0.0832,91.68,Excellent
12029,1,1,0.6049,39.51,Poor
12030,0,0,0.2666,73.34,Good
12031,0,0,0.0907,90.93,Excellent
12032,1,1,0.811,18.9,Critical
12033,1,1,0.9173,8.27,Critical
12034,0,0,0.0753,92.47,Excellent
12035,0,0,0.074,92.6,Excellent
12036,0,0,0.0928,90.72,Excellent
12037,1,1,0.9044,9.56,Critical
12038,0,0,0.0649,93.51,Excellent
12039,0,0,0.1857,81.43,Excellent
12040,0,0,0.083,91.7,Excellent
12041,0,0,0.1586,84.14,Excellent
12042,1,0,0.4383,56.17,Fair
12043,1,1,0.9698,3.02,Critical
12044,0,0,0.1103,88.97,Excellent
12045,1,1,0.8309,16.91,Critical
12046,1,1,0.9256,7.44,Critical
12047,0,0,0.1262,87.38,Excellent
12048,0,0,0.1239,87.61,Excellent
12049,1,1,0.9497,5.03,Critical
12050,0,0,0.1926,80.74,Excellent
12051,1,1,0.6939,30.61,Poor
12052,1,1,0.8229,17.71,Critical
12053,1,1,0.8365,16.35,Critical
12054,1,1,0.9508,4.92,Critical
12055,1,1,0.9387,6.13,Critical
12056,0,0,0.1011,89.89,Excellent
12057,0,0,0.2732,72.68,Good
12058,0,0,0.0773,92.27,Excellent
12059,1,1,0.557,44.3,Fair
12060,1,1,0.5537,44.63,Fair
12061,0,0,0.0799,92.01,Excellent
12062,0,0,0.1774,82.26,Excellent
12063,0,0,0.1781,82.19,Excellent
12064,0,0,0.1486,85.14,Excellent
12065,0,0,0.0998,90.02,Excellent
12066,1,1,0.9058,9.42,Critical
12067,1,1,0.9476,5.24,Critical
12068,1,1,0.8807,11.93,Critical
12069,0,0,0.0534,94.66,Excellent
12070,0,0,0.1004,89.96,Excellent
12071,0,0,0.0402,95.98,Excellent
12072,0,0,0.056,94.4,Excellent
12073,1,1,0.7949,20.51,Poor
12074,0,0,0.0999,90.01,Excellent
12075,0,0,0.3795,62.05,Good
12076,1,1,0.8929,10.71,Critical
12077,1,1,0.9226,7.74,Critical
12078,0,0,0.0754,92.46,Excellent
12079,0,1,0.6682,33.18,Poor
12080,0,0,0.3251,67.49,Good
12081,0,0,0.2175,78.25,Good
12082,0,0,0.1501,84.99,Excellent
12083,0,0,0.0597,94.03,Excellent
12084,1,1,0.9179,8.21,Critical
12085,0,0,0.1176,88.24,Excellent
12086,0,0,0.0607,93.93,Excellent
12087,0,0,0.0928,90.72,Excellent
12088,1,1,0.9082,9.18,Critical
12089,0,0,0.0682,93.18,Excellent
12090,1,1,0.9818,1.82,Critical
12091,1,1,0.8376,16.24,Critical
12092,0,0,0.0449,95.51,Excellent
12093,1,1,0.9616,3.84,Critical
12094,1,1,0.9485,5.15,Critical
12095,0,0,0.4588,54.12,Fair
12096,0,0,0.262,73.8,Good
12097,0,0,0.2378,76.22,Good
12098,1,1,0.9162,8.38,Critical
12099,0,0,0.0635,93.65,Excellent
12100,1,1,0.8359,16.41,Critical
12101,1,1,0.9217,7.83,Critical
12102,0,0,0.1156,88.44,Excellent
12103,0,0,0.1017,89.83,Excellent
12104,1,1,0.7816,21.84,Poor
12105,0,0,0.1141,88.59,Excellent
12106,1,1,0.8983,10.17,Critical
12107,0,0,0.4259,57.41,Fair
12108,0,0,0.1278,87.22,Excellent
12109,0,0,0.0941,90.59,Excellent
12110,1,1,0.8328,16.72,Critical
12111,1,1,0.9476,5.24,Critical
12112,0,0,0.1864,81.36,Excellent
12113,0,0,0.2895,71.05,Good
12114,0,0,0.0893,91.07,Excellent
12115,1,1,0.8591,14.09,Critical
12116,1,1,0.8725,12.75,Critical
12117,0,0,0.2092,79.08,Good
12118,1,1,0.7677,23.23,Poor
12119,0,0,0.1024,89.76,Excellent
12120,1,1,0.8067,19.33,Critical
12121,0,0,0.1549,84.51,Excellent
12122,1,1,0.9039,9.61,Critical
12123,1,1,0.9635,3.65,Critical
12124,0,0,0.3858,61.42,Good
12125,1,1,0.8864,11.36,Critical
12126,1,1,0.7521,24.79,Poor
12127,1,1,0.9537,4.63,Critical
12128,1,1,0.77,23.0,Poor
12129,0,0,0.178,82.2,Excellent
12130,1,1,0.7867,21.33,Poor
12131,1,1,0.5029,49.71,Fair
12132,1,1,0.7331,26.69,Poor
12133,1,1,0.9409,5.91,Critical
12134,0,0,0.117,88.3,Excellent
12135,1,1,0.8907,10.93,Critical
12136,1,1,0.9167,8.33,Critical
12137,1,1,0.8455,15.45,Critical
12138,0,0,0.4964,50.36,Fair
12139,1,1,0.6758,32.42,Poor
12140,1,1,0.6434,35.66,Poor
12141,0,0,0.0506,94.94,Excellent
12142,0,0,0.2357,76.43,Good
12143,0,0,0.3363,66.37,Good
12144,1,1,0.8987,10.13,Critical
12145,0,0,0.0588,94.12,Excellent
12146,0,0,0.1785,82.15,Excellent
12147,1,1,0.8926,10.74,Critical
12148,0,0,0.1264,87.36,Excellent
12149,1,1,0.9079,9.21,Critical
12150,1,1,0.9124,8.76,Critical
12151,0,0,0.1757,82.43,Excellent
12152,1,1,0.9595,4.05,Critical
12153,0,0,0.3007,69.93,Good
12154,0,0,0.273,72.7,Good
12155,0,0,0.1407,85.93,Excellent
12156,1,1,0.8098,19.02,Critical
12157,0,0,0.0525,94.75,Excellent
12158,0,0,0.0893,91.07,Excellent
12159,1,1,0.8451,15.49,Critical
12160,0,0,0.2983,70.17,Good
12161,0,0,0.0857,91.43,Excellent
12162,1,1,0.8864,11.36,Critical
12163,1,1,0.8504,14.96,Critical
12164,1,1,0.6487,35.13,Poor
12165,1,1,0.7656,23.44,Poor
12166,0,0,0.1009,89.91,Excellent
12167,1,1,0.9179,8.21,Critical
12168,0,0,0.1859,81.41,Excellent
12169,0,0,0.0969,90.31,Excellent
12170,1,1,0.9289,7.11,Critical
12171,0,0,0.1606,83.94,Excellent
12172,1,1,0.9132,8.68,Critical
12173,1,1,0.8806,11.94,Critical
12174,1,1,0.9817,1.83,Critical
12175,0,0,0.1597,84.03,Excellent
12176,0,0,0.0392,96.08,Excellent
12177,0,0,0.1633,83.67,Excellent
12178,0,0,0.2553,74.47,Good
12179,0,0,0.1194,88.06,Excellent
12180,0,0,0.1397,86.03,Excellent
12181,0,0,0.1408,85.92,Excellent
12182,1,1,0.9547,4.53,Critical
12183,0,0,0.1375,86.25,Excellent
12184,0,0,0.3498,65.02,Good
12185,0,0,0.1972,80.28,Excellent
12186,1,1,0.8888,11.12,Critical
12187,0,0,0.1449,85.51,Excellent
12188,1,1,0.8915,10.85,Critical
12189,0,0,0.1257,87.43,Excellent
12190,1,1,0.9253,7.47,Critical
12191,1,1,0.9384,6.16,Critical
12192,1,1,0.6893,31.07,Poor
12193,0,0,0.1338,86.62,Excellent
12194,1,1,0.8484,15.16,Critical
12195,1,1,0.9326,6.74,Critical
12196,1,1,0.8554,14.46,Critical
12197,0,0,0.0956,90.44,Excellent
12198,0,0,0.1097,89.03,Excellent
12199,0,0,0.1082,89.18,Excellent
12200,0,0,0.1467,85.33,Excellent
12201,0,0,0.0931,90.69,Excellent
12202,1,1,0.8929,10.71,Critical
12203,0,0,0.0778,92.22,Excellent
12204,0,0,0.0998,90.02,Excellent
12205,1,1,0.7172,28.28,Poor
12206,1,1,0.9492,5.08,Critical
12207,1,1,0.8937,10.63,Critical
12208,1,1,0.8356,16.44,Critical
12209,1,1,0.8136,18.64,Critical
12210,0,0,0.0329,96.71,Excellent
12211,0,0,0.1428,85.72,Excellent
12212,1,1,0.9359,6.41,Critical
12213,0,0,0.1289,87.11,Excellent
12214,1,1,0.5785,42.15,Fair
12215,0,0,0.4026,59.74,Fair
12216,0,0,0.2002,79.98,Good
12217,1,1,0.593,40.7,Fair
12218,1,1,0.8682,13.18,Critical
12219,0,0,0.1227,87.73,Excellent
12220,0,0,0.255,74.5,Good
12221,0,0,0.076,92.4,Excellent
12222,1,0,0.4267,57.33,Fair
12223,0,0,0.1504,84.96,Excellent
12224,0,0,0.0446,95.54,Excellent
12225,0,0,0.2809,71.91,Good
12226,0,0,0.2767,72.33,Good
12227,1,1,0.8723,12.77,Critical
12228,1,1,0.9392,6.08,Critical
12229,1,1,0.9682,3.18,Critical
12230,1,1,0.8984,10.16,Critical
12231,1,1,0.7206,27.94,Poor
12232,0,0,0.3341,66.59,Good
12233,0,0,0.0914,90.86,Excellent
12234,0,0,0.1771,82.29,Excellent
12235,0,0,0.4018,59.82,Fair
12236,1,1,0.807,19.3,Critical
12237,0,0,0.0946,90.54,Excellent
12238,0,0,0.1113,88.87,Excellent
12239,0,0,0.4779,52.21,Fair
12240,0,0,0.0814,91.86,Excellent
12241,1,1,0.566,43.4,Fair
12242,0,0,0.1195,88.05,Excellent
12243,1,1,0.7594,24.06,Poor
12244,1,1,0.9157,8.43,Critical
12245,0,0,0.1699,83.01,Excellent
12246,0,0,0.0299,97.01,Excellent
12247,1,1,0.9238,7.62,Critical
12248,1,1,0.6286,37.14,Poor
12249,1,1,0.8947,10.53,Critical
12250,0,0,0.2532,74.68,Good
12251,1,1,0.9506,4.94,Critical
12252,0,0,0.1249,87.51,Excellent
12253,1,1,0.8708,12.92,Critical
12254,0,0,0.3562,64.38,Good
12255,1,1,0.758,24.2,Poor
12256,1,1,0.6241,37.59,Poor
12257,0,0,0.0927,90.73,Excellent
12258,1,1,0.9619,3.81,Critical
12259,0,0,0.2205,77.95,Good
12260,1,1,0.7091,29.09,Poor
12261,1,1,0.9292,7.08,Critical
12262,0,0,0.2118,78.82,Good
12263,1,1,0.8447,15.53,Critical
12264,1,1,0.8534,14.66,Critical
12265,0,0,0.1002,89.98,Excellent
12266,1,1,0.9773,2.27,Critical
12267,0,0,0.0666,93.34,Excellent
12268,1,1,0.6163,38.37,Poor
12269,0,0,0.3658,63.42,Good
12270,1,1,0.8689,13.11,Critical
12271,1,1,0.9151,8.49,Critical
12272,0,0,0.1485,85.15,Excellent
12273,1,1,0.8936,10.64,Critical
12274,1,1,0.8813,11.87,Critical
12275,1,1,0.775,22.5,Poor
12276,0,0,0.3252,67.48,Good
12277,1,1,0.6409,35.91,Poor
12278,0,0,0.0727,92.73,Excellent
12279,0,0,0.0491,95.09,Excellent
12280,1,1,0.9946,0.54,Critical
12281,1,1,0.7989,20.11,Poor
12282,0,0,0.2441,75.59,Good
12283,0,0,0.2119,78.81,Good
12284,0,0,0.0842,91.58,Excellent
12285,1,1,0.9911,0.89,Critical
12286,1,1,0.9376,6.24,Critical
12287,0,0,0.2545,74.55,Good
12288,1,1,0.6207,37.93,Poor
12289,1,1,0.6905,30.95,Poor
12290,0,0,0.0848,91.52,Excellent
12291,0,0,0.0784,92.16,Excellent
12292,1,1,0.7506,24.94,Poor
12293,1,1,0.8665,13.35,Critical
12294,0,0,0.0581,94.19,Excellent
12295,0,0,0.157,84.3,Excellent
12296,0,0,0.1472,85.28,Excellent
12297,0,0,0.2393,76.07,Good
12298,0,0,0.0555,94.45,Excellent
12299,1,1,0.7807,21.93,Poor
12300,0,0,0.1831,81.69,Excellent
12301,0,0,0.1124,88.76,Excellent
12302,1,1,0.8689,13.11,Critical
12303,1,1,0.8989,10.11,Critical
12304,0,0,0.1809,81.91,Excellent
12305,1,1,0.9744,2.56,Critical
12306,1,1,0.5816,41.84,Fair
12307,0,0,0.1847,81.53,Excellent
12308,1,1,0.8357,16.43,Critical
12309,0,0,0.106,89.4,Excellent
12310,1,1,0.6709,32.91,Poor
12311,0,0,0.0838,91.62,Excellent
12312,1,1,0.7464,25.36,Poor
12313,0,0,0.125,87.5,Excellent
12314,0,0,0.2081,79.19,Good
12315,0,0,0.1779,82.21,Excellent
12316,1,1,0.5066,49.34,Fair
12317,0,0,0.1975,80.25,Excellent
12318,0,0,0.279,72.1,Good
12319,0,0,0.17,83.0,Excellent
12320,1,1,0.8606,13.94,Critical
12321,0,0,0.1648,83.52,Excellent
12322,0,0,0.0991,90.09,Excellent
12323,1,1,0.9907,0.93,Critical
12324,0,0,0.1769,82.31,Excellent
12325,0,0,0.0748,92.52,Excellent
12326,1,1,0.8637,13.63,Critical
12327,0,0,0.2863,71.37,Good
12328,1,1,0.9286,7.14,Critical
12329,0,0,0.0698,93.02,Excellent
12330,1,1,0.569,43.1,Fair
12331,0,0,0.0585,94.15,Excellent
12332,0,0,0.2383,76.17,Good
12333,0,0,0.0982,90.18,Excellent
12334,0,0,0.199,80.1,Excellent
12335,0,0,0.1274,87.26,Excellent
12336,0,0,0.1319,86.81,Excellent
12337,0,1,0.5212,47.88,Fair
12338,0,0,0.0361,96.39,Excellent
12339,1,1,0.9065,9.35,Critical
12340,0,0,0.1073,89.27,Excellent
12341,1,1,0.9197,8.03,Critical
12342,0,0,0.0606,93.94,Excellent
12343,1,1,0.9338,6.62,Critical
12344,1,1,0.886,11.4,Critical
12345,0,0,0.0441,95.59,Excellent
12346,1,1,0.9266,7.34,Critical
12347,0,0,0.1167,88.33,Excellent
12348,0,0,0.2769,72.31,Good
12349,0,0,0.0449,95.51,Excellent
12350,1,1,0.5793,42.07,Fair
12351,0,0,0.3674,63.26,Good
12352,1,1,0.9155,8.45,Critical
12353,0,0,0.1226,87.74,Excellent
12354,1,1,0.9452,5.48,Critical
12355,1,1,0.7882,21.18,Poor
12356,1,1,0.8968,10.32,Critical
12357,0,0,0.0947,90.53,Excellent
12358,1,1,0.8686,13.14,Critical
12359,0,0,0.1307,86.93,Excellent
12360,0,0,0.134,86.6,Excellent
12361,0,0,0.1179,88.21,Excellent
12362,0,0,0.07,93.0,Excellent
12363,0,0,0.1086,89.14,Excellent
12364,0,0,0.1223,87.77,Excellent
12365,1,1,0.7778,22.22,Poor
12366,1,1,0.9164,8.36,Critical
12367,0,0,0.2089,79.11,Good
12368,1,0,0.4955,50.45,Fair
12369,1,1,0.8485,15.15,Critical
12370,1,1,0.5679,43.21,Fair
12371,0,1,0.6407,35.93,Poor
12372,1,1,0.5793,42.07,Fair
12373,0,0,0.0808,91.92,Excellent
12374,0,0,0.1253,87.47,Excellent
12375,0,0,0.0877,91.23,Excellent
12376,1,1,0.9547,4.53,Critical
12377,1,1,0.5287,47.13,Fair
12378,1,1,0.5512,44.88,Fair
12379,0,0,0.2125,78.75,Good
12380,1,1,0.9615,3.85,Critical
12381,0,0,0.3954,60.46,Good
12382,1,0,0.3352,66.48,Good
12383,0,0,0.1276,87.24,Excellent
12384,0,0,0.0671,93.29,Excellent
12385,0,0,0.1376,86.24,Excellent
12386,1,1,0.767,23.3,Poor
12387,0,0,0.1151,88.49,Excellent
12388,0,0,0.4454,55.46,Fair
12389,0,0,0.0599,94.01,Excellent
12390,0,0,0.3214,67.86,Good
12391,0,0,0.4088,59.12,Fair
12392,1,1,0.5579,44.21,Fair
12393,0,0,0.2506,74.94,Good
12394,0,0,0.1577,84.23,Excellent
12395,0,0,0.2097,79.03,Good
12396,0,0,0.1241,87.59,Excellent
12397,0,0,0.3519,64.81,Good
12398,1,1,0.8517,14.83,Critical
12399,1,1,0.82,18.0,Critical
12400,1,1,0.9714,2.86,Critical
12401,0,0,0.1221,87.79,Excellent
12402,1,1,0.8499,15.01,Critical
12403,1,1,0.8687,13.13,Critical
12404,0,0,0.1138,88.62,Excellent
12405,1,1,0.7927,20.73,Poor
12406,1,1,0.8929,10.71,Critical
12407,1,0,0.4827,51.73,Fair
12408,0,0,0.1745,82.55,Excellent
12409,0,0,0.1021,89.79,Excellent
12410,0,0,0.0775,92.25,Excellent
12411,1,1,0.7736,22.64,Poor
12412,1,1,0.7191,28.09,Poor
12413,1,1,0.9561,4.39,Critical
12414,1,1,0.9422,5.78,Critical
12415,0,0,0.184,81.6,Excellent
12416,1,1,0.6276,37.24,Poor
12417,1,1,0.913,8.7,Critical
12418,1,1,0.8994,10.06,Critical
12419,1,1,0.7543,24.57,Poor
12420,1,0,0.4762,52.38,Fair
12421,0,0,0.1137,88.63,Excellent
12422,1,1,0.8516,14.84,Critical
12423,0,0,0.078,92.2,Excellent
12424,1,1,0.7336,26.64,Poor
12425,0,0,0.1869,81.31,Excellent
12426,0,0,0.106,89.4,Excellent
12427,0,0,0.3226,67.74,Good
12428,0,0,0.061,93.9,Excellent
12429,1,1,0.8976,10.24,Critical
12430,0,0,0.3731,62.69,Good
12431,0,0,0.2045,79.55,Good
12432,1,1,0.8911,10.89,Critical
12433,0,0,0.1943,80.57,Excellent
12434,1,1,0.9308,6.92,Critical
12435,1,1,0.8217,17.83,Critical
12436,0,0,0.2996,70.04,Good
12437,0,0,0.1413,85.87,Excellent
12438,0,0,0.1616,83.84,Excellent
12439,0,0,0.0424,95.76,Excellent
12440,1,1,0.939,6.1,Critical
12441,0,0,0.2678,73.22,Good
12442,0,0,0.0589,94.11,Excellent
12443,0,0,0.1332,86.68,Excellent
12444,0,0,0.1832,81.68,Excellent
12445,0,0,0.2207,77.93,Good
12446,1,1,0.9294,7.06,Critical
12447,0,0,0.128,87.2,Excellent
12448,1,1,0.6033,39.67,Poor
12449,0,0,0.1672,83.28,Excellent
12450,0,0,0.0587,94.13,Excellent
12451,0,0,0.1105,88.95,Excellent
12452,0,0,0.2964,70.36,Good
12453,0,0,0.0996,90.04,Excellent
12454,1,1,0.8375,16.25,Critical
12455,1,1,0.8866,11.34,Critical
12456,0,0,0.056,94.4,Excellent
12457,1,1,0.6068,39.32,Poor
12458,0,0,0.1953,80.47,Excellent
12459,0,0,0.0736,92.64,Excellent
12460,0,0,0.152,84.8,Excellent
12461,0,0,0.2493,75.07,Good
12462,0,0,0.1684,83.16,Excellent
12463,0,0,0.2412,75.88,Good
12464,0,0,0.1104,88.96,Excellent
12465,0,0,0.0557,94.43,Excellent
12466,0,0,0.0806,91.94,Excellent
12467,1,1,0.7557,24.43,Poor
12468,0,0,0.0669,93.31,Excellent
12469,0,0,0.1018,89.82,Excellent
12470,1,1,0.8449,15.51,Critical
12471,1,1,0.9279,7.21,Critical
12472,1,1,0.9279,7.21,Critical
12473,1,1,0.8435,15.65,Critical
12474,0,0,0.1123,88.77,Excellent
12475,1,1,0.9148,8.52,Critical
12476,0,0,0.1029,89.71,Excellent
12477,1,1,0.8352,16.48,Critical
12478,0,0,0.3648,63.52,Good
12479,0,0,0.1452,85.48,Excellent
12480,0,0,0.3701,62.99,Good
12481,0,0,0.3485,65.15,Good
12482,1,1,0.7913,20.87,Poor
12483,1,1,0.8665,13.35,Critical
12484,1,1,0.9123,8.77,Critical
12485,1,1,0.7294,27.06,Poor
12486,1,1,0.5491,45.09,Fair
12487,1,1,0.9038,9.62,Critical
12488,0,0,0.045,95.5,Excellent
12489,1,1,0.9923,0.77,Critical
12490,1,1,0.8524,14.76,Critical
12491,1,1,0.6988,30.12,Poor
12492,1,1,0.9565,4.35,Critical
12493,0,0,0.187,81.3,Excellent
12494,0,0,0.1356,86.44,Excellent
12495,0,0,0.1943,80.57,Excellent
12496,0,0,0.0454,95.46,Excellent
12497,0,0,0.0989,90.11,Excellent
12498,1,1,0.9734,2.66,Critical
12499,0,0,0.1487,85.13,Excellent
12500,1,1,0.9094,9.06,Critical
12501,0,0,0.1957,80.43,Excellent
12502,0,0,0.1676,83.24,Excellent
12503,0,0,0.0774,92.26,Excellent
12504,1,1,0.8917,10.83,Critical
12505,0,0,0.0609,93.91,Excellent
12506,1,1,0.8121,18.79,Critical
12507,0,0,0.039,96.1,Excellent
12508,0,0,0.0436,95.64,Excellent
12509,0,0,0.0985,90.15,Excellent
12510,0,0,0.0806,91.94,Excellent
12511,0,0,0.0794,92.06,Excellent
12512,1,1,0.9705,2.95,Critical
12513,1,1,0.9023,9.77,Critical
12514,0,0,0.3821,61.79,Good
12515,0,0,0.1112,88.88,Excellent
12516,0,0,0.3091,69.09,Good
12517,1,1,0.7403,25.97,Poor
12518,0,0,0.0473,95.27,Excellent
12519,0,0,0.0466,95.34,Excellent
12520,0,0,0.1529,84.71,Excellent
12521,1,1,0.8989,10.11,Critical
12522,1,1,0.7259,27.41,Poor
12523,1,1,0.6004,39.96,Poor
12524,0,0,0.4127,58.73,Fair
12525,1,1,0.8963,10.37,Critical
12526,1,1,0.8893,11.07,Critical
12527,1,1,0.8001,19.99,Critical
12528,1,1,0.9499,5.01,Critical
12529,1,1,0.924,7.6,Critical
12530,1,1,0.9596,4.04,Critical
12531,1,1,0.857,14.3,Critical
12532,0,0,0.1241,87.59,Excellent
12533,0,0,0.2597,74.03,Good
12534,0,0,0.3046,69.54,Good
12535,0,0,0.2483,75.17,Good
12536,0,0,0.4649,53.51,Fair
12537,0,0,0.0647,93.53,Excellent
12538,1,1,0.6839,31.61,Poor
12539,0,0,0.1184,88.16,Excellent
12540,1,1,0.578,42.2,Fair
12541,0,0,0.2105,78.95,Good
12542,0,0,0.0669,93.31,Excellent
12543,0,0,0.3576,64.24,Good
12544,1,1,0.7984,20.16,Poor
12545,0,0,0.2061,79.39,Good
12546,0,0,0.1861,81.39,Excellent
12547,0,0,0.2077,79.23,Good
12548,0,0,0.2277,77.23,Good
12549,1,1,0.8891,11.09,Critical
12550,0,0,0.2353,76.47,Good
12551,0,0,0.2412,75.88,Good
12552,0,0,0.0646,93.54,Excellent
12553,1,1,0.9697,3.03,Critical
12554,1,1,0.8166,18.34,Critical
12555,1,1,0.9288,7.12,Critical
12556,1,0,0.4273,57.27,Fair
12557,1,1,0.9876,1.24,Critical
12558,0,0,0.0693,93.07,Excellent
12559,1,1,0.7375,26.25,Poor
12560,0,0,0.2042,79.58,Good
12561,1,1,0.912,8.8,Critical
12562,0,0,0.2062,79.38,Good
12563,1,1,0.6363,36.37,Poor
12564,0,0,0.0921,90.79,Excellent
12565,1,1,0.5964,40.36,Fair
